I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.009,0.028,0.019,,,,,,,,,
0.005,0.02,0.015,,,,,,,,,
-0.003,0.012,0.015,,,,,,,,,
-0.009,0.007,0.016,,,,,,,,,
-0.01,0.003,0.013,,,,,,,,,
-0.011,-0.001,0.01,,,,,,,,,
-0.015,-0.005,0.01,,,,,,,,,
-0.019,-0.009,0.01,,,,,,,,,
-0.02,-0.014,0.007,,,,,,,,,
-0.019,-0.015,0.004,,,,,,,,,
-0.021,-0.016,0.005,,,,,,,,,
-0.025,-0.02,0.005,,,,,,,,,
-0.025,-0.024,0.001,,,,,,,,,
-0.027,-0.028,-0.001,,,,,,,,,
-0.033,-0.032,0.001,,,,,,,,,
-0.034,-0.035,-0.001,,,,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.035,,0.033,-0.013,-0.02,,,,,,
,-0.035,,0.032,-0.01,-0.021,,,,,,
,-0.035,,0.03,-0.007,-0.022,,,,,,
,-0.035,,0.03,-0.007,-0.022,,,,,,
,-0.035,,0.03,-0.007,-0.022,,,,,,
,-0.035,,0.03,-0.006,-0.022,,,,,,
,-0.035,,0.031,-0.009,-0.021,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.035,,0.033,-0.011,-0.02,,,,,,
,-0.035,,0.034,-0.014,-0.019,,,,,,
,-0.035,,0.035,-0.017,-0.017,,,,,,
,-0.035,,0.035,-0.017,-0.017,,,,,,
,-0.035,,0.035,-0.017,-0.017,,,,,,
,-0.035,,0.035,-0.016,-0.017,,,,,,
,-0.035,,0.036,-0.019,-0.016,,,,,,
,-0.035,,0.037,-0.022,-0.015,,,,,,
,-0.035,,0.037,-0.022,-0.015,,,,,,
,-0.035,,0.037,-0.022,-0.015,,,,,,
,-0.035,,0.037,-0.022,-0.015,,,,,,
,-0.035,,0.037,-0.022,-0.015,,,,,,
,-0.035,,0.038,-0.023,-0.015,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.036,,0.041,-0.027,-0.012,,,,,,
,-0.033,,0.038,-0.026,-0.011,,,,,,
,-0.03,,0.035,-0.026,-0.009,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.037,-0.03,-0.007,,,,,,
,-0.03,,0.04,-0.034,-0.006,,,,,,
,-0.027,,0.037,-0.034,-0.003,,,,,,
,-0.024,,0.034,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.021,,0.031,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.029,0.0,,,,,,
,-0.02,,0.031,-0.032,0.001,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.03,-0.031,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.021,,0.031,-0.03,0.0,,,,,,
,-0.02,,0.03,-0.03,0.0,,,,,,
,-0.009,,0.019,-0.024,0.006,,,,,,
,-0.031,,0.041,-0.035,-0.005,,,,,,
,-0.047,,0.057,-0.043,-0.013,,,,,,
,-0.039,,0.049,-0.039,-0.009,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.039,,0.049,-0.04,-0.01,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.035,,0.045,-0.037,-0.007,,,,,,
,-0.032,,0.042,-0.035,-0.006,,,,,,
,-0.029,,0.04,-0.037,-0.004,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
,-0.031,,0.042,-0.04,-0.002,,,,,,
,-0.028,,0.041,-0.041,0.0,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.041,-0.043,0.002,,,,,,
,-0.025,,0.042,-0.047,0.005,,,,,,
,-0.021,,0.038,-0.045,0.007,,,,,,
,-0.02,,0.037,-0.045,0.007,,,,,,
,-0.018,,0.035,-0.044,0.008,,,,,,
,-0.015,,0.032,-0.042,0.01,,,,,,
,-0.015,,0.032,-0.042,0.01,,,,,,
,-0.011,,0.03,-0.044,0.014,,,,,,
,-0.01,,0.032,-0.049,0.016,,,,,,
,-0.008,,0.03,-0.05,0.018,,,,,,
,-0.005,,0.026,-0.046,0.02,,,,,,
,-0.005,,0.027,-0.047,0.02,,,,,,
,-0.001,,0.029,-0.058,0.028,,,,,,
,0.0,,0.031,-0.061,0.031,,,,,,
,0.001,,0.028,-0.059,0.03,,,,,,
,0.006,,0.024,-0.057,0.033,,,,,,
,0.01,,0.02,-0.055,0.035,,,,,,
,0.014,,0.016,-0.053,0.037,,,,,,
,0.018,,0.012,-0.051,0.039,,,,,,
,0.022,,0.008,-0.049,0.041,,,,,,
,0.026,,0.004,-0.048,0.043,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.035,,-0.001,-0.052,0.051,,,,,,
,0.032,,0.006,-0.06,0.054,,,,,,
,0.045,,-0.004,-0.061,0.064,,,,,,
,0.061,,-0.019,-0.054,0.072,,,,,,
,0.055,,-0.015,-0.053,0.067,,,,,,
,0.055,,-0.017,-0.049,0.065,,,,,,
,0.052,,-0.016,-0.046,0.062,,,,,,
,0.05,,-0.016,-0.043,0.059,,,,,,
,0.049,,-0.018,-0.039,0.056,,,,,,
,0.045,,-0.015,-0.038,0.052,,,,,,
,0.045,,-0.017,-0.034,0.051,,,,,,
,0.042,,-0.018,-0.029,0.045,,,,,,
,0.04,,-0.02,-0.021,0.04,,,,,,
,0.039,,-0.023,-0.013,0.036,,,,,,
,0.035,,-0.023,-0.008,0.03,,,,,,
,0.035,,-0.027,0.0,0.026,,,,,,
,0.032,,-0.028,0.007,0.02,,,,,,
,0.03,,-0.029,0.012,0.016,,,,,,
,0.029,,-0.03,0.016,0.014,,,,,,
,0.025,,-0.027,0.017,0.01,,,,,,
,0.026,,-0.028,0.017,0.01,,,,,,
,0.019,,-0.021,0.014,0.007,,,,,,
,0.012,,-0.014,0.01,0.004,,,,,,
,0.009,,-0.012,0.01,0.001,,,,,,
,0.005,,-0.01,0.012,-0.002,,,,,,
,0.001,,-0.006,0.011,-0.005,,,,,,
,-0.003,,-0.002,0.009,-0.006,,,,,,
,-0.007,,0.002,0.007,-0.008,,,,,,
,-0.012,,0.006,0.005,-0.011,,,,,,
,-0.02,,0.013,0.005,-0.017,,,,,,
,-0.028,,0.021,0.001,-0.021,,,,,,
,-0.033,,0.026,-0.001,-0.024,,,,,,
,-0.038,,0.031,-0.004,-0.027,,,,,,
,-0.047,,0.04,-0.008,-0.031,,,,,,
,-0.055,,0.048,-0.012,-0.035,,,,,,
,-0.06,,0.05,-0.011,-0.04,,,,,,
,-0.057,,0.047,-0.008,-0.038,,,,,,
,-0.054,,0.044,-0.007,-0.037,,,,,,
,-0.055,,0.046,-0.007,-0.037,,,,,,
,-0.055,,0.045,-0.007,-0.037,,,,,,
,-0.052,,0.041,-0.001,-0.038,,,,,,
,-0.074,,0.062,-0.011,-0.05,,,,,,
,-0.086,,0.074,-0.018,-0.055,,,,,,
,-0.079,,0.067,-0.014,-0.051,,,,,,
,-0.08,,0.068,-0.015,-0.052,,,,,,
,-0.081,,0.068,-0.015,-0.053,,,,,,
,-0.077,,0.066,-0.016,-0.049,,,,,,
,-0.075,,0.064,-0.017,-0.047,,,,,,
,-0.075,,0.065,-0.018,-0.047,,,,,,
,-0.075,,0.068,-0.022,-0.045,,,,,,
,-0.075,,0.069,-0.023,-0.045,,,,,,
,-0.072,,0.065,-0.02,-0.043,,,,,,
,-0.069,,0.063,-0.022,-0.041,,,,,,
,-0.07,,0.065,-0.025,-0.04,,,,,,
,-0.07,,0.065,-0.025,-0.04,,,,,,
,-0.066,,0.063,-0.026,-0.036,,,,,,
,-0.065,,0.064,-0.028,-0.034,,,,,,
,-0.064,,0.061,-0.024,-0.036,,,,,,
,-0.067,,0.067,-0.033,-0.033,,,,,,
,-0.065,,0.082,-0.067,-0.015,,,,,,
,-0.03,,0.063,-0.082,0.018,,,,,,
,0.003,,0.048,-0.101,0.052,,,,,,
,0.044,,0.032,-0.13,0.097,,,,,,
,0.089,,0.011,-0.156,0.145,,,,,,
,0.115,,0.002,-0.178,0.175,,,,,,
,0.137,,-0.006,-0.195,0.2,,,,,,
,0.139,,-0.014,-0.181,0.194,,,,,,
,0.132,,-0.021,-0.159,0.178,,,,,,
,0.129,,-0.033,-0.13,0.161,,,,,,
,0.125,,-0.058,-0.073,0.13,,,,,,
,0.121,,-0.081,-0.02,0.101,,,,,,
,0.118,,-0.097,0.017,0.08,,,,,,
,0.111,,-0.124,0.081,0.042,,,,,,
,0.114,,-0.17,0.17,0.0,,,,,,
,0.14,,-0.225,0.24,-0.015,,,,,,
,0.17,,-0.28,0.306,-0.026,,,,,,
,0.213,,-0.335,0.351,-0.015,,,,,,
,0.169,,-0.324,0.394,-0.07,,,,,,
,0.074,,-0.289,0.467,-0.178,,,,,,
,0.045,,-0.305,0.542,-0.237,,,,,,
,0.007,,-0.277,0.543,-0.266,,,,,,
,-0.005,,-0.266,0.541,-0.274,,,,,,
,0.006,,-0.277,0.546,-0.268,,,,,,
,-0.009,,-0.265,0.545,-0.278,,,,,,
,-0.065,,-0.222,0.543,-0.32,,,,,,
,-0.116,,-0.182,0.538,-0.355,,,,,,
,-0.145,,-0.161,0.54,-0.378,,,,,,
,-0.183,,-0.121,0.518,-0.396,,,,,,
,-0.229,,-0.071,0.485,-0.414,,,,,,
,-0.24,,-0.055,0.47,-0.415,,,,,,
,-0.213,,-0.047,0.415,-0.367,,,,,,
,-0.187,,-0.018,0.317,-0.298,,,,,,
,-0.161,,0.006,0.23,-0.235,,,,,,
,-0.125,,0.002,0.184,-0.185,,,,,,
,-0.095,,-0.002,0.148,-0.145,,,,,,
,-0.094,,0.024,0.093,-0.116,,,,,,
,-0.096,,0.037,0.07,-0.106,,,,,,
,-0.095,,0.04,0.065,-0.103,,,,,,
,-0.095,,0.044,0.056,-0.099,,,,,,
,-0.095,,0.048,0.048,-0.095,,,,,,
,-0.095,,0.054,0.036,-0.088,,,,,,
,-0.096,,0.059,0.026,-0.084,,,,,,
,-0.093,,0.06,0.02,-0.079,,,,,,
,-0.09,,0.06,0.014,-0.074,,,,,,
,-0.09,,0.063,0.01,-0.072,,,,,,
,-0.09,,0.065,0.006,-0.07,,,,,,
,-0.09,,0.065,0.005,-0.07,,,,,,
,-0.09,,0.067,0.003,-0.069,,,,,,
,-0.089,,0.067,0.0,-0.067,,,,,,
,-0.085,,0.063,0.003,-0.065,,,,,,
,-0.085,,0.064,-0.001,-0.063,,,,,,
,-0.085,,0.067,-0.006,-0.06,,,,,,
,-0.085,,0.068,-0.007,-0.06,,,,,,
,-0.085,,0.068,-0.008,-0.06,,,,,,
,-0.085,,0.07,-0.012,-0.057,,,,,,
,-0.081,,0.066,-0.01,-0.056,,,,,,
,-0.076,,0.063,-0.011,-0.052,,,,,,
,-0.075,,0.063,-0.012,-0.05,,,,,,
,-0.074,,0.062,-0.012,-0.05,,,,,,
,-0.07,,0.058,-0.01,-0.047,,,,,,
,-0.065,,0.054,-0.007,-0.045,,,,,,
,-0.065,,0.053,-0.007,-0.045,,,,,,
,-0.063,,0.051,-0.006,-0.044,,,,,,
,-0.059,,0.047,-0.005,-0.042,,,,,,
,-0.06,,0.048,-0.005,-0.042,,,,,,
,-0.06,,0.05,-0.009,-0.041,,,,,,
,-0.057,,0.047,-0.009,-0.038,,,,,,
,-0.055,,0.044,-0.007,-0.037,,,,,,
,-0.055,,0.045,-0.007,-0.037,,,,,,
,-0.055,,0.045,-0.007,-0.037,,,,,,
,-0.055,,0.045,-0.007,-0.037,,,,,,
,-0.052,,0.042,-0.006,-0.036,,,,,,
,-0.049,,0.039,-0.004,-0.035,,,,,,
,-0.05,,0.041,-0.006,-0.035,,,,,,
,-0.05,,0.043,-0.01,-0.032,,,,,,
,-0.05,,0.044,-0.01,-0.032,,,,,,
,-0.047,,0.04,-0.008,-0.031,,,,,,
,-0.044,,0.037,-0.007,-0.03,,,,,,
,-0.045,,0.038,-0.007,-0.03,,,,,,
,-0.045,,0.038,-0.007,-0.03,,,,,,
,-0.041,,0.034,-0.005,-0.027,,,,,,
,-0.04,,0.033,-0.005,-0.027,,,,,,
,-0.04,,0.033,-0.005,-0.027,,,,,,
,-0.04,,0.034,-0.006,-0.027,,,,,,
,-0.04,,0.035,-0.01,-0.025,,,,,,
,-0.036,,0.031,-0.008,-0.022,,,,,,
,-0.035,,0.029,-0.006,-0.022,,,,,,
,-0.035,,0.031,-0.009,-0.021,,,,,,
,-0.035,,0.033,-0.013,-0.02,,,,,,
,-0.035,,0.033,-0.012,-0.02,,,,,,
,-0.031,,0.029,-0.01,-0.018,,,,,,
,-0.03,,0.029,-0.013,-0.016,,,,,,
,-0.028,,0.028,-0.014,-0.014,,,,,,
,-0.025,,0.025,-0.012,-0.012,,,,,,
,-0.025,,0.025,-0.012,-0.012,,,,,,
,-0.021,,0.022,-0.014,-0.008,,,,,,
,-0.02,,0.022,-0.016,-0.007,,,,,,
,-0.018,,0.02,-0.013,-0.007,,,,,,
,-0.015,,0.017,-0.013,-0.004,,,,,,
,-0.015,,0.02,-0.017,-0.002,,,,,,
,-0.011,,0.016,-0.016,0.0,,,,,,
,-0.01,,0.015,-0.014,0.0,,,,,,
,-0.009,,0.014,-0.016,0.002,,,,,,
,-0.004,,0.011,-0.017,0.006,,,,,,
,0.0,,0.007,-0.015,0.007,,,,,,
,0.004,,0.003,-0.013,0.009,,,,,,
,0.008,,0.001,-0.014,0.013,,,,,,
,0.012,,-0.002,-0.015,0.016,,,,,,
,0.016,,-0.006,-0.013,0.017,,,,,,
,0.015,,-0.005,-0.013,0.017,,,,,,
,0.011,,-0.001,-0.014,0.015,,,,,,
,0.009,,0.002,-0.018,0.015,,,,,,
,0.013,,0.0,-0.02,0.02,,,,,,
,0.022,,-0.007,-0.02,0.027,,,,,,
,0.03,,-0.013,-0.02,0.032,,,,,,
,0.038,,-0.021,-0.016,0.036,,,,,,
,0.046,,-0.029,-0.011,0.04,,,,,,
,0.054,,-0.036,-0.01,0.045,,,,,,
,0.061,,-0.041,-0.01,0.051,,,,,,
,0.07,,-0.05,-0.005,0.055,,,,,,
,0.091,,-0.071,0.005,0.065,,,,,,
,0.1,,-0.078,0.006,0.071,,,,,,
,0.101,,-0.079,0.005,0.073,,,,,,
,0.106,,-0.084,0.007,0.076,,,,,,
,0.11,,-0.085,0.005,0.08,,,,,,
,0.112,,-0.087,0.006,0.081,,,,,,
,0.129,,-0.103,0.011,0.091,,,,,,
,0.132,,-0.105,0.01,0.093,,,,,,
,0.135,,-0.108,0.012,0.095,,,,,,
,0.17,,-0.14,0.025,0.115,,,,,,
,0.176,,-0.146,0.027,0.118,,,,,,
,0.174,,-0.144,0.026,0.116,,,,,,
,0.177,,-0.147,0.028,0.118,,,,,,
,0.18,,-0.15,0.03,0.12,,,,,,
,0.18,,-0.15,0.03,0.12,,,,,,
,0.188,,-0.158,0.034,0.124,,,,,,
,0.193,,-0.163,0.036,0.126,,,,,,
,0.199,,-0.169,0.039,0.129,,,,,,
,0.206,,-0.177,0.043,0.133,,,,,,
,0.21,,-0.18,0.045,0.135,,,,,,
,0.214,,-0.184,0.046,0.137,,,,,,
,0.218,,-0.19,0.052,0.137,,,,,,
,0.222,,-0.195,0.057,0.138,,,,,,
,0.226,,-0.199,0.057,0.141,,,,,,
,0.225,,-0.198,0.057,0.14,,,,,,
,0.217,,-0.192,0.057,0.133,,,,,,
,0.211,,-0.187,0.056,0.13,,,,,,
,0.209,,-0.184,0.054,0.129,,,,,,
,0.203,,-0.178,0.051,0.126,,,,,,
,0.195,,-0.17,0.047,0.122,,,,,,
,0.191,,-0.168,0.049,0.118,,,,,,
,0.188,,-0.166,0.049,0.116,,,,,,
,0.179,,-0.157,0.044,0.112,,,,,,
,0.167,,-0.145,0.039,0.106,,,,,,
,0.16,,-0.138,0.035,0.102,,,,,,
,0.152,,-0.132,0.035,0.096,,,,,,
,0.144,,-0.124,0.033,0.092,,,,,,
,0.136,,-0.116,0.027,0.088,,,,,,
,0.128,,-0.109,0.025,0.084,,,,,,
,0.12,,-0.103,0.025,0.077,,,,,,
,0.108,,-0.091,0.019,0.071,,,,,,
,0.099,,-0.082,0.014,0.067,,,,,,
,0.089,,-0.072,0.009,0.062,,,,,,
,0.078,,-0.061,0.005,0.056,,,,,,
,0.07,,-0.055,0.005,0.05,,,,,,
,0.058,,-0.043,-0.001,0.043,,,,,,
,0.049,,-0.034,-0.006,0.039,,,,,,
,0.041,,-0.026,-0.01,0.035,,,,,,
,0.033,,-0.018,-0.013,0.031,,,,,,
,0.025,,-0.013,-0.013,0.025,,,,,,
,0.021,,-0.009,-0.014,0.023,,,,,,
,0.015,,-0.003,-0.018,0.019,,,,,,
,0.005,,0.007,-0.023,0.015,,,,,,
,-0.001,,0.013,-0.025,0.011,,,,,,
,-0.005,,0.015,-0.022,0.007,,,,,,
,-0.01,,0.02,-0.025,0.005,,,,,,
,-0.008,,0.018,-0.024,0.006,,,,,,
,-0.017,,0.027,-0.029,0.002,,,,,,
,-0.033,,0.042,-0.035,-0.007,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.04,-0.028,-0.012,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.033,,0.036,-0.022,-0.014,,,,,,
,-0.048,,0.05,-0.028,-0.022,,,,,,
,-0.055,,0.057,-0.032,-0.025,,,,,,
,-0.049,,0.051,-0.03,-0.022,,,,,,
,-0.05,,0.052,-0.03,-0.022,,,,,,
,-0.05,,0.052,-0.03,-0.022,,,,,,
,-0.05,,0.051,-0.027,-0.024,,,,,,
,-0.05,,0.05,-0.024,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.047,,0.047,-0.023,-0.023,,,,,,
,-0.044,,0.044,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.041,,0.041,-0.02,-0.02,,,,,,
,-0.04,,0.04,-0.02,-0.02,,,,,,
,-0.04,,0.04,-0.02,-0.02,,,,,,
,-0.04,,0.04,-0.021,-0.019,,,,,,
,-0.04,,0.042,-0.025,-0.017,,,,,,
,-0.04,,0.042,-0.025,-0.017,,,,,,
,-0.04,,0.041,-0.024,-0.017,,,,,,
,-0.04,,0.044,-0.027,-0.016,,,,,,
,-0.039,,0.044,-0.03,-0.014,,,,,,
,-0.035,,0.04,-0.027,-0.012,,,,,,
,-0.035,,0.04,-0.026,-0.012,,,,,,
,-0.035,,0.041,-0.03,-0.011,,,,,,
,-0.035,,0.042,-0.033,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.042,-0.032,-0.01,,,,,,
,-0.035,,0.044,-0.036,-0.007,,,,,,
,-0.036,,0.046,-0.038,-0.007,,,,,,
,-0.033,,0.043,-0.036,-0.007,,,,,,
,-0.03,,0.04,-0.036,-0.004,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
,-0.03,,0.042,-0.039,-0.002,,,,,,
,-0.03,,0.043,-0.042,-0.001,,,,,,
,-0.03,,0.045,-0.045,0.0,,,,,,
,-0.03,,0.045,-0.045,0.0,,,,,,
,-0.03,,0.045,-0.044,0.0,,,,,,
,-0.031,,0.047,-0.048,0.001,,,,,,
,-0.028,,0.045,-0.049,0.003,,,,,,
,-0.025,,0.041,-0.047,0.005,,,,,,
,-0.025,,0.042,-0.047,0.005,,,,,,
,-0.025,,0.042,-0.047,0.005,,,,,,
,-0.025,,0.041,-0.044,0.003,,,,,,
,-0.025,,0.04,-0.041,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.025,,0.04,-0.042,0.002,,,,,,
,-0.022,,0.037,-0.041,0.004,,,,,,
,-0.019,,0.034,-0.04,0.005,,,,,,
,-0.02,,0.035,-0.04,0.005,,,,,,
,-0.02,,0.035,-0.04,0.005,,,,,,
,-0.02,,0.032,-0.036,0.003,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.02,,0.032,-0.035,0.002,,,,,,
,-0.024,,0.036,-0.037,0.0,,,,,,
,-0.025,,0.037,-0.037,0.0,,,,,,
,-0.025,,0.037,-0.037,0.0,,,,,,
,-0.025,,0.036,-0.036,0.0,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.033,,0.043,-0.036,-0.006,,,,,,
,-0.039,,0.049,-0.039,-0.009,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.04,,0.05,-0.04,-0.01,,,,,,
,-0.038,,0.048,-0.039,-0.009,,,,,,
,-0.048,,0.058,-0.044,-0.014,,,,,,
,-0.061,,0.071,-0.05,-0.02,,,,,,
,-0.055,,0.065,-0.047,-0.017,,,,,,
,-0.055,,0.065,-0.047,-0.017,,,,,,
,-0.052,,0.062,-0.046,-0.016,,,,,,
,-0.05,,0.06,-0.045,-0.015,,,,,,
,-0.049,,0.059,-0.045,-0.015,,,,,,
,-0.045,,0.055,-0.042,-0.012,,,,,,
,-0.045,,0.054,-0.041,-0.012,,,,,,
,-0.046,,0.057,-0.045,-0.011,,,,,,
,-0.043,,0.055,-0.047,-0.009,,,,,,
,-0.04,,0.052,-0.045,-0.007,,,,,,
,-0.04,,0.052,-0.045,-0.007,,,,,,
,-0.036,,0.048,-0.042,-0.005,,,,,,
,-0.035,,0.047,-0.042,-0.005,,,,,,
,-0.033,,0.045,-0.041,-0.004,,,,,,
,-0.029,,0.041,-0.04,-0.002,,,,,,
,-0.03,,0.042,-0.04,-0.002,,,,,,
