I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.025,,-0.01,-0.018,0.027,,,,,,
,0.02,,-0.005,-0.021,0.025,,,,,,
,0.01,,0.004,-0.024,0.019,,,,,,
,0.003,,0.011,-0.028,0.016,,,,,,
,-0.002,,0.017,-0.031,0.013,,,,,,
,-0.007,,0.022,-0.034,0.011,,,,,,
,-0.013,,0.028,-0.037,0.008,,,,,,
,-0.019,,0.035,-0.04,0.005,,,,,,
,-0.028,,0.041,-0.041,0.0,,,,,,
,-0.033,,0.045,-0.042,-0.003,,,,,,
,-0.034,,0.045,-0.04,-0.005,,,,,,
,-0.029,,0.042,-0.039,-0.002,,,,,,
,-0.024,,0.037,-0.037,0.0,,,,,,
,-0.022,,0.033,-0.036,0.001,,,,,,
,-0.02,,0.032,-0.035,0.001,,,,,,
,-0.019,,0.032,-0.034,0.001,,,,,,
,-0.017,,0.03,-0.034,0.003,,,,,,
,-0.015,,0.026,-0.032,0.004,,,,,,
,-0.011,,0.021,-0.027,0.005,,,,,,
,-0.007,,0.018,-0.026,0.008,,,,,,
,-0.003,,0.017,-0.029,0.012,,,,,,
,-0.001,,0.019,-0.038,0.018,,,,,,
,0.0,,0.021,-0.044,0.022,,,,,,
,0.0,,0.021,-0.045,0.023,,,,,,
,0.003,,0.017,-0.04,0.022,,,,,,
,0.007,,0.012,-0.036,0.022,,,,,,
,0.011,,0.008,-0.033,0.025,,,,,,
,0.014,,0.004,-0.033,0.026,,,,,,
,0.017,,0.002,-0.03,0.027,,,,,,
,0.018,,-0.001,-0.027,0.027,,,,,,
,0.021,,-0.004,-0.023,0.027,,,,,,
,0.026,,-0.009,-0.02,0.029,,,,,,
,0.03,,-0.012,-0.019,0.031,,,,,,
,0.034,,-0.016,-0.019,0.033,,,,,,
,0.035,,-0.017,-0.018,0.035,,,,,,
,0.034,,-0.017,-0.017,0.034,,,,,,
,0.029,,-0.013,-0.017,0.03,,,,,,
,0.025,,-0.01,-0.017,0.026,,,,,,
,0.02,,-0.005,-0.019,0.024,,,,,,
,0.015,,-0.002,-0.021,0.022,,,,,,
,0.013,,0.0,-0.024,0.021,,,,,,
,0.011,,0.003,-0.026,0.019,,,,,,
,0.004,,0.01,-0.028,0.016,,,,,,
,-0.006,,0.02,-0.03,0.01,,,,,,
,-0.009,,0.022,-0.03,0.008,,,,,,
,0.005,,0.006,-0.02,0.015,,,,,,
,0.037,,-0.025,-0.005,0.03,,,,,,
,0.065,,-0.053,0.007,0.045,,,,,,
,0.072,,-0.059,0.009,0.048,,,,,,
,0.064,,-0.052,0.006,0.043,,,,,,
,0.056,,-0.045,0.004,0.039,,,,,,
,0.058,,-0.048,0.008,0.04,,,,,,
,0.06,,-0.051,0.01,0.04,,,,,,
,0.059,,-0.048,0.009,0.038,,,,,,
,0.055,,-0.045,0.006,0.036,,,,,,
,0.054,,-0.045,0.007,0.036,,,,,,
,0.055,,-0.047,0.009,0.036,,,,,,
,0.055,,-0.048,0.012,0.034,,,,,,
,0.052,,-0.046,0.012,0.033,,,,,,
,0.05,,-0.044,0.011,0.032,,,,,,
,0.049,,-0.042,0.009,0.032,,,,,,
,0.048,,-0.04,0.007,0.03,,,,,,
,0.049,,-0.043,0.009,0.031,,,,,,
,0.056,,-0.05,0.015,0.034,,,,,,
,0.06,,-0.055,0.019,0.035,,,,,,
,0.057,,-0.053,0.019,0.033,,,,,,
,0.049,,-0.045,0.015,0.028,,,,,,
,0.049,,-0.045,0.015,0.03,,,,,,
,0.065,,-0.059,0.022,0.038,,,,,,
,0.084,,-0.079,0.031,0.046,,,,,,
,0.091,,-0.087,0.036,0.049,,,,,,
,0.085,,-0.082,0.034,0.046,,,,,,
,0.074,,-0.072,0.031,0.04,,,,,,
,0.069,,-0.067,0.029,0.036,,,,,,
,0.067,,-0.065,0.027,0.035,,,,,,
,0.063,,-0.062,0.026,0.034,,,,,,
,0.059,,-0.057,0.023,0.032,,,,,,
,0.055,,-0.053,0.022,0.029,,,,,,
,0.05,,-0.047,0.018,0.028,,,,,,
,0.046,,-0.041,0.014,0.026,,,,,,
,0.043,,-0.038,0.01,0.027,,,,,,
,0.041,,-0.036,0.007,0.027,,,,,,
,0.034,,-0.027,0.001,0.025,,,,,,
,0.02,,-0.013,-0.006,0.018,,,,,,
,0.017,,-0.007,-0.01,0.017,,,,,,
,0.041,,-0.031,-0.001,0.03,,,,,,
,0.089,,-0.077,0.02,0.056,,,,,,
,0.13,,,,,0.275,0.379,0.45,,,
,0.141,,,,,0.274,0.384,0.455,,,
,0.131,,,,,0.275,0.381,0.452,,,
,0.12,,,,,0.275,0.38,0.448,,,
,0.119,,,,,0.275,0.384,0.449,,,
,0.12,,,,,0.274,0.389,0.45,,,
,0.117,,,,,0.275,0.392,0.451,,,
,0.114,,,,,0.274,0.391,0.45,,,
,0.115,,,,,0.275,0.389,0.45,,,
,0.116,,,,,0.275,0.387,0.449,,,
,0.115,,,,,0.275,0.39,0.45,,,
,0.112,,,,,0.273,0.399,0.453,,,
,0.111,,,,,0.271,0.41,0.457,,,
,0.108,,,,,0.269,0.416,0.462,,,
,0.106,,,,,0.27,0.414,0.465,,,
,0.104,,,,,0.27,0.409,0.464,,,
,0.105,,,,,0.27,0.408,0.463,,,
,0.105,,,,,0.269,0.409,0.463,,,
,0.104,,,,,0.269,0.412,0.467,,,
,0.101,,,,,0.27,0.417,0.477,,,
,0.099,,,,,0.27,0.424,0.485,,,
,0.098,,,,,0.268,0.433,0.486,,,
,0.096,,,,,0.266,0.439,0.481,,,
,0.093,,,,,0.265,0.439,0.477,,,
,0.091,,,,,0.264,0.435,0.476,,,
,0.095,,,,,0.265,0.43,0.475,,,
,0.105,,,,,0.265,0.425,0.472,,,
,0.116,,,,,0.264,0.42,0.47,,,
,0.12,,,,,0.265,0.417,0.468,,,
,0.115,,,,,0.265,0.414,0.467,,,
,0.114,,,,,0.265,0.41,0.464,,,
,0.125,,,,,0.265,0.405,0.462,,,
,0.14,,,,,0.265,0.401,0.461,,,
,0.146,,,,,0.264,0.398,0.459,,,
,0.141,,,,,0.261,0.393,0.458,,,
,0.134,,,,,0.259,0.39,0.454,,,
,0.13,,,,,0.259,0.386,0.45,,,
,0.13,,,,,0.259,0.382,0.443,,,
,0.129,,,,,0.259,0.375,0.436,,,
,0.127,,,,,0.26,0.367,0.43,,,
,0.125,,,,,0.26,0.359,0.425,,,
,0.121,,,,,0.26,0.354,0.418,,,
,0.117,,,,,0.26,0.348,0.411,,,
,0.113,,,,,0.259,0.338,0.407,,,
,0.111,,,,,0.257,0.324,0.405,,,
,0.11,,,,,0.254,0.31,0.4,,,
,0.107,,,,,0.254,0.297,0.39,,,
,0.105,,,,,0.254,0.285,0.379,,,
,0.104,,,,,0.255,0.274,0.37,,,
,0.102,,,,,0.255,0.266,0.362,,,
,0.099,,,,,0.255,0.259,0.355,,,
,0.097,,,,,0.255,0.254,0.347,,,
,0.095,,,,,0.255,0.248,0.339,,,
,0.094,,,,,0.254,0.24,0.33,,,
,0.092,,,,,0.252,0.23,0.323,,,
,0.089,,,,,0.249,0.22,0.314,,,
,0.088,,,,,0.249,0.209,0.307,,,
,0.086,,,,,0.249,0.199,0.299,,,
,0.085,,,,,0.25,0.188,0.291,,,
,0.084,,,,,0.25,0.177,0.282,,,
,0.085,,,,,0.25,0.165,0.275,,,
,0.083,,,,,0.249,0.153,0.267,,,
,0.081,,,,,0.249,0.144,0.259,,,
,0.078,,,,,0.25,0.135,0.25,,,
,0.077,,,,,0.25,0.127,0.243,,,
,0.075,,,,,0.25,0.12,0.235,,,
,0.073,,,,,0.247,0.111,0.228,,,
,0.07,,,,,0.245,0.104,0.222,,,
,0.069,,,,,0.245,0.095,0.216,,,
,0.066,,,,,0.244,0.087,0.211,,,
,0.065,,,,,0.245,0.08,0.205,,,
,0.065,,,,,0.244,0.072,0.197,,,
,0.066,,,,,0.245,0.063,0.188,,,
,0.063,,,,,0.245,0.055,0.18,,,
,0.059,,,,,0.245,0.046,0.172,,,
,0.054,,,,,0.245,0.039,0.164,,,
,0.052,,,,,0.243,0.033,0.156,,,
,0.05,,,,,0.24,0.028,0.149,,,
,0.049,,,,,0.24,0.02,0.141,,,
,0.047,,,,,0.239,0.012,0.135,,,
,0.045,,,,,0.24,0.004,0.129,,,
,0.041,,,,,0.239,0.0,0.125,,,
,0.037,,,,,0.24,-0.006,0.12,,,
,0.033,,,,,0.24,-0.014,0.118,,,
,0.031,,,,,0.24,-0.025,0.116,,,
,0.029,,,,,0.239,-0.034,0.114,,,
,0.029,,,,,0.239,-0.041,0.11,,,
,0.026,,,,,0.239,-0.043,0.106,,,
,0.021,,,,,0.241,-0.046,0.103,,,
,0.016,,,,,0.244,-0.048,0.102,,,
,0.015,,,,,0.25,-0.05,0.1,,,
,0.021,,,,,0.255,-0.05,0.096,,,
,0.032,,,,,0.259,-0.05,0.092,,,
,0.036,,,,,0.259,-0.049,0.088,,,
,0.034,,,,,0.257,-0.051,0.086,,,
,0.029,,,,,0.255,-0.055,0.085,,,
,0.028,,,,,0.255,-0.064,0.083,,,
,0.029,,,,,0.255,-0.072,0.08,,,
,0.03,,,,,0.254,-0.075,0.078,,,
,0.029,,,,,0.25,-0.071,0.077,,,
,0.03,,,,,0.25,-0.07,0.075,,,
,0.028,,,,,0.249,-0.074,0.072,,,
,0.025,,,,,0.25,-0.082,0.07,,,
,0.024,,,,,0.25,-0.086,0.069,,,
,0.024,,,,,0.25,-0.088,0.066,,,
,0.025,,,,,0.25,-0.089,0.065,,,
,0.025,,,,,0.248,-0.094,0.063,,,
,0.024,,,,,0.245,-0.098,0.06,,,
,0.024,,,,,0.245,-0.1,0.059,,,
,0.026,,,,,0.245,-0.098,0.057,,,
,0.025,,,,,0.245,-0.095,0.055,,,
,0.022,,,,,0.243,-0.092,0.052,,,
,0.02,,,,,0.241,-0.093,0.05,,,
,0.02,,,,,0.239,-0.098,0.05,,,
,0.02,,,,,0.239,-0.106,0.05,,,
,0.019,,,,,0.239,-0.114,0.05,,,
,0.02,,,,,0.241,-0.118,0.051,,,
,0.02,,,,,0.24,-0.12,0.05,,,
,0.02,,,,,0.238,-0.12,0.048,,,
,0.019,,,,,0.236,-0.12,0.046,,,
,0.02,,,,,0.235,-0.12,0.045,,,
,0.018,,,,,0.234,-0.119,0.044,,,
,0.016,,,,,0.235,-0.12,0.044,,,
,0.013,,,,,0.234,-0.12,0.045,,,
,0.014,,,,,0.232,-0.12,0.044,,,
,0.015,,,,,0.229,-0.119,0.044,,,
,0.016,,,,,0.229,-0.12,0.044,,,
,0.015,,,,,0.229,-0.119,0.045,,,
,0.013,,,,,0.23,-0.119,0.043,,,
,0.012,,,,,0.23,-0.12,0.041,,,
,0.009,,,,,0.23,-0.12,0.04,,,
,0.009,,,,,0.228,-0.118,0.039,,,
,0.01,,,,,0.226,-0.116,0.04,,,
,0.01,,,,,0.224,-0.114,0.04,,,
,0.01,,,,,0.225,-0.115,0.039,,,
,0.009,,,,,0.225,-0.115,0.039,,,
,0.01,,,,,0.225,-0.115,0.04,,,
,0.01,,,,,0.224,-0.114,0.04,,,
,0.009,,,,,0.226,-0.115,0.038,,,
,0.006,,,,,0.228,-0.115,0.036,,,
,0.004,,,,,0.23,-0.115,0.034,,,
,0.005,,,,,0.23,-0.114,0.034,,,
,0.005,,,,,0.23,-0.114,0.034,,,
,0.004,,,,,0.229,-0.114,0.035,,,
,0.004,,,,,0.23,-0.112,0.035,,,
,0.005,,,,,0.23,-0.109,0.034,,,
,0.003,,,,,0.23,-0.108,0.033,,,
,0.003,,,,,0.229,-0.109,0.031,,,
,0.006,,,,,0.23,-0.11,0.03,,,
,0.01,,,,,0.23,-0.109,0.029,,,
,0.015,,,,,0.23,-0.109,0.029,,,
,0.018,,,,,0.23,-0.11,0.029,,,
,0.02,,,,,0.23,-0.11,0.029,,,
,0.019,,,,,0.229,-0.109,0.03,,,
,0.015,,,,,0.227,-0.108,0.03,,,
,0.009,,,,,0.224,-0.11,0.03,,,
,0.006,,,,,0.224,-0.113,0.027,,,
,0.002,,,,,0.224,-0.117,0.026,,,
,-0.003,,,,,0.225,-0.123,0.024,,,
,-0.008,,,,,0.225,-0.127,0.024,,,
,-0.01,,,,,0.225,-0.13,0.024,,,
,-0.004,,,,,0.224,-0.128,0.024,,,
,0.004,,,,,0.225,-0.126,0.024,,,
,0.012,,,,,0.225,-0.124,0.025,,,
,0.019,,,,,0.225,-0.124,0.025,,,
,0.025,,,,,0.224,-0.125,0.024,,,
,0.031,,,,,0.225,-0.125,0.02,,,
,0.04,,,,,0.225,-0.125,0.019,,,
,0.049,,,,,0.225,-0.124,0.023,,,
,0.056,,,,,0.224,-0.121,0.031,,,
,0.059,,,,,0.225,-0.12,0.04,,,
,0.058,,,,,0.225,-0.119,0.042,,,
,0.056,,,,,0.225,-0.12,0.041,,,
,0.054,,,,,0.224,-0.12,0.039,,,
,0.054,,,,,0.225,-0.12,0.04,,,
,0.054,,,,,0.225,-0.119,0.04,,,
,0.052,,,,,0.225,-0.118,0.04,,,
,0.05,,,,,0.224,-0.116,0.039,,,
,0.049,,,,,0.225,-0.115,0.04,,,
,0.05,,,,,0.225,-0.114,0.04,,,
,0.049,,,,,0.225,-0.115,0.04,,,
,0.048,,,,,0.224,-0.115,0.039,,,
,0.046,,,,,0.225,-0.114,0.04,,,
,0.044,,,,,0.225,-0.113,0.04,,,
,0.045,,,,,0.225,-0.112,0.04,,,
,0.044,,,,,0.224,-0.109,0.039,,,
,0.042,,,,,0.225,-0.108,0.04,,,
,0.04,,,,,0.225,-0.109,0.04,,,
,0.038,,,,,0.225,-0.11,0.039,,,
,0.039,,,,,0.224,-0.11,0.039,,,
,0.039,,,,,0.225,-0.109,0.04,,,
,0.04,,,,,0.225,-0.108,0.04,,,
,0.041,,,,,0.225,-0.106,0.04,,,
,0.039,,,,,0.224,-0.104,0.039,,,
,0.037,,,,,0.225,-0.103,0.04,,,
,0.035,,,,,0.225,-0.105,0.04,,,
,0.035,,,,,0.225,-0.106,0.042,,,
,0.035,,,,,0.224,-0.105,0.043,,,
,0.034,,,,,0.225,-0.104,0.046,,,
,0.031,,,,,0.225,-0.101,0.048,,,
,0.03,,,,,0.225,-0.1,0.049,,,
,0.029,,,,,0.224,-0.099,0.051,,,
,0.03,,,,,0.224,-0.099,0.05,,,
,0.028,,,,,0.225,-0.1,0.049,,,
,0.026,,,,,0.225,-0.101,0.047,,,
,0.025,,,,,0.224,-0.099,0.049,,,
,0.025,,,,,0.224,-0.097,0.055,,,
,0.024,,,,,0.225,-0.096,0.062,,,
,0.024,,,,,0.223,-0.095,0.065,,,
,0.022,,,,,0.221,-0.094,0.062,,,
,0.02,,,,,0.22,-0.094,0.06,,,
,0.019,,,,,0.219,-0.095,0.059,,,
,0.02,,,,,0.22,-0.095,0.06,,,
,0.02,,,,,0.22,-0.094,0.06,,,
,0.02,,,,,0.22,-0.095,0.06,,,
,0.019,,,,,0.219,-0.095,0.059,,,
,0.02,,,,,0.22,-0.096,0.059,,,
,0.02,,,,,0.22,-0.097,0.06,,,
,0.02,,,,,0.22,-0.101,0.059,,,
,0.019,,,,,0.219,-0.103,0.059,,,
,0.019,,,,,0.22,-0.105,0.059,,,
,0.02,,,,,0.22,-0.105,0.06,,,
,0.019,,,,,0.22,-0.105,0.059,,,
,0.019,,,,,0.219,-0.105,0.059,,,
,0.019,,,,,0.22,-0.105,0.059,,,
,0.02,,,,,0.22,-0.104,0.06,,,
,0.02,,,,,0.22,-0.105,0.06,,,
,0.019,,,,,0.219,-0.105,0.059,,,
,0.02,,,,,0.22,-0.104,0.059,,,
,0.021,,,,,0.22,-0.104,0.06,,,
,0.019,,,,,0.22,-0.105,0.06,,,
,0.017,,,,,0.219,-0.105,0.059,,,
,0.018,,,,,0.22,-0.104,0.059,,,
,0.023,,,,,0.22,-0.104,0.06,,,
,0.033,,,,,0.219,-0.105,0.06,,,
,0.039,,,,,0.219,-0.105,0.06,,,
,0.041,,,,,0.22,-0.105,0.058,,,
,0.037,,,,,0.22,-0.105,0.055,,,
,0.033,,,,,0.22,-0.106,0.055,,,
,0.03,,,,,0.219,-0.107,0.054,,,
,0.03,,,,,0.22,-0.11,0.055,,,
,0.028,,,,,0.22,-0.112,0.054,,,
,0.025,,,,,0.219,-0.115,0.054,,,
,0.022,,,,,0.219,-0.115,0.055,,,
,0.021,,,,,0.22,-0.113,0.055,,,
,0.02,,,,,0.22,-0.114,0.054,,,
,0.019,,,,,0.219,-0.118,0.055,,,
,0.019,,,,,0.219,-0.123,0.055,,,
,0.019,,,,,0.22,-0.125,0.055,,,
,0.017,,,,,0.22,-0.122,0.054,,,
,0.015,,,,,0.22,-0.119,0.054,,,
,0.012,,,,,0.22,-0.119,0.055,,,
,0.011,,,,,0.22,-0.12,0.055,,,
,0.009,,,,,0.219,-0.12,0.054,,,
,0.007,,,,,0.216,-0.119,0.055,,,
,0.004,,,,,0.214,-0.119,0.055,,,
,0.003,,,,,0.213,-0.119,0.055,,,
,0.002,,,,,0.213,-0.12,0.054,,,
,0.0,,,,,0.217,-0.119,0.055,,,
,-0.003,,,,,0.223,-0.12,0.055,,,
,0.0,,,,,0.23,-0.12,0.055,,,
,0.01,,,,,0.233,-0.119,0.054,,,
,0.022,,,,,0.233,-0.12,0.054,,,
,0.025,,,,,0.235,-0.12,0.054,,,
,0.021,,,,,0.237,-0.121,0.052,,,
,0.009,,,,,0.234,-0.125,0.049,,,
,-0.003,,,,,0.228,-0.129,0.049,,,
,-0.007,,,,,0.223,-0.133,0.049,,,
,0.004,,,,,0.229,-0.134,0.05,,,
,0.028,,,,,0.242,-0.129,0.05,,,
,0.05,,,,,0.254,-0.124,0.05,,,
,0.054,,,,,0.257,-0.122,0.05,,,
,0.045,,,,,0.252,-0.12,0.05,,,
,0.035,,,,,0.248,-0.118,0.05,,,
,0.033,,,,,0.246,-0.114,0.053,,,
,0.036,,,,,0.25,-0.11,0.055,,,
,0.042,,,,,0.257,-0.107,0.058,,,
,0.049,,,,,0.265,-0.106,0.061,,,
,0.059,,,,,0.272,-0.103,0.069,,,
,0.066,,,,,0.277,-0.098,0.078,,,
,0.07,,,,,0.279,-0.095,0.085,,,
,0.072,,,,,0.282,-0.092,0.085,,,
,0.075,,,,,0.283,-0.091,0.082,,,
,0.074,,,,,0.284,-0.089,0.079,,,
,0.072,,,,,0.285,-0.087,0.079,,,
,0.074,,,,,0.285,-0.084,0.079,,,
,0.086,,,,,0.284,-0.083,0.08,,,
,0.1,,,,,0.285,-0.081,0.08,,,
,0.108,,,,,0.285,-0.078,0.08,,,
,0.107,,,,,0.286,-0.076,0.079,,,
,0.104,,,,,0.284,-0.075,0.08,,,
,0.104,,,,,0.279,-0.073,0.08,,,
,0.105,,,,,0.275,-0.07,0.079,,,
,0.105,,,,,0.276,-0.069,0.079,,,
,0.105,,,,,0.285,-0.066,0.079,,,
,0.105,,,,,0.295,-0.064,0.08,,,
,0.104,,,,,0.304,-0.062,0.082,,,
,0.104,,,,,0.308,-0.061,0.087,,,
,0.106,,,,,0.31,-0.059,0.093,,,
,0.107,,,,,0.308,-0.056,0.099,,,
,0.104,,,,,0.304,-0.055,0.105,,,
,0.1,,,,,0.302,-0.053,0.108,,,
,0.101,,,,,0.301,-0.051,0.112,,,
,0.112,,,,,0.299,-0.048,0.119,,,
,0.134,,,,,0.297,-0.046,0.129,,,
,0.154,,,,,0.294,-0.044,0.134,,,
,0.167,,,,,0.293,-0.042,0.132,,,
,0.173,,,,,0.291,-0.041,0.127,,,
,0.176,,,,,0.288,-0.038,0.122,,,
,0.178,,,,,0.286,-0.036,0.121,,,
,0.18,,,,,0.284,-0.034,0.12,,,
,0.181,,,,,0.284,-0.033,0.116,,,
,0.181,,,,,0.281,-0.03,0.111,,,
,0.179,,,,,0.277,-0.027,0.108,,,
,0.177,,,,,0.27,-0.025,0.107,,,
,0.174,,,,,0.264,-0.03,0.104,,,
,0.174,,,,,0.26,-0.043,0.101,,,
,0.174,,,,,0.256,-0.061,0.096,,,
,0.175,,,,,0.252,-0.077,0.094,,,
,0.175,,,,,0.249,-0.086,0.092,,,
,0.175,,,,,0.245,-0.094,0.089,,,
,0.175,,,,,0.24,-0.105,0.084,,,
,0.175,,,,,0.236,-0.115,0.078,,,
,0.174,,,,,0.233,-0.122,0.072,,,
,0.174,,,,,0.229,-0.125,0.068,,,
,0.175,,,,,0.225,-0.124,0.064,,,
,0.177,,,,,0.22,-0.123,0.061,,,
,0.176,,,,,0.216,-0.124,0.057,,,
,0.172,,,,,0.213,-0.127,0.053,,,
,0.161,,,,,0.21,-0.131,0.048,,,
,0.15,,,,,0.21,-0.134,0.044,,,
,0.139,,,,,0.21,-0.134,0.042,,,
,0.132,,,,,0.21,-0.133,0.037,,,
,0.127,,,,,0.209,-0.137,0.031,,,
,0.123,,,,,0.209,-0.145,0.026,,,
,0.119,,,,,0.21,-0.15,0.025,,,
,0.118,,,,,0.21,-0.15,0.031,,,
,0.116,,,,,0.209,-0.146,0.043,,,
,0.113,,,,,0.21,-0.144,0.054,,,
,0.108,,,,,0.21,-0.144,0.063,,,
,0.104,,,,,0.21,-0.145,0.064,,,
,0.103,,,,,0.209,-0.145,0.06,,,
,0.102,,,,,0.21,-0.145,0.053,,,
,0.095,,,,,0.21,-0.144,0.047,,,
,0.083,,,,,0.21,-0.143,0.043,,,
,0.069,,,,,0.209,-0.144,0.04,,,
,0.055,,,,,0.209,-0.151,0.033,,,
,0.044,,,,,0.21,-0.158,0.027,,,
,0.036,,,,,0.21,-0.16,0.023,,,
,0.032,,,,,0.209,-0.159,0.019,,,
,0.029,,,,,0.21,-0.16,0.015,,,
,0.028,,,,,0.21,-0.164,0.009,,,
,0.025,,,,,0.21,-0.169,0.002,,,
,0.022,,,,,0.209,-0.17,-0.002,,,
,0.018,,,,,0.21,-0.168,-0.008,,,
,0.015,,,,,0.21,-0.165,-0.01,,,
,0.012,,,,,0.21,-0.163,-0.008,,,
,0.01,,,,,0.209,-0.164,-0.005,,,
,0.007,,,,,0.209,-0.165,-0.004,,,
,0.003,,,,,0.21,-0.165,-0.004,,,
,0.0,,,,,0.21,-0.164,-0.004,,,
,-0.002,,,,,0.209,-0.164,-0.005,,,
,-0.003,,,,,0.209,-0.165,-0.004,,,
,-0.007,,,,,0.21,-0.165,-0.004,,,
,-0.013,,,,,0.21,-0.164,-0.005,,,
,-0.02,,,,,0.209,-0.165,-0.004,,,
,-0.027,,,,,0.21,-0.164,-0.004,,,
,-0.033,,,,,0.21,-0.164,-0.004,,,
,-0.035,,,,,0.209,-0.164,-0.003,,,
,-0.032,,,,,0.209,-0.165,-0.001,,,
,-0.03,,,,,0.209,-0.164,0.0,,,
,-0.029,,,,,0.21,-0.163,0.0,,,
,-0.03,,,,,0.209,-0.16,0.0,,,
,-0.029,,,,,0.209,-0.159,0.0,,,
,-0.026,,,,,0.209,-0.159,0.0,,,
,-0.025,,,,,0.21,-0.16,0.0,,,
,-0.025,,,,,0.209,-0.159,0.0,,,
,-0.025,,,,,0.21,-0.159,0.0,,,
,-0.025,,,,,0.21,-0.159,0.0,,,
,-0.022,,,,,0.209,-0.16,0.0,,,
,-0.02,,,,,0.209,-0.159,0.0,,,
,-0.017,,,,,0.21,-0.159,-0.001,,,
,-0.018,,,,,0.209,-0.159,-0.003,,,
,-0.022,,,,,0.208,-0.16,-0.005,,,
,-0.03,,,,,0.206,-0.16,-0.005,,,
,-0.034,,,,,0.205,-0.159,-0.005,,,
,-0.033,,,,,0.204,-0.159,-0.004,,,
,-0.03,,,,,0.204,-0.16,-0.004,,,
,-0.032,,,,,0.204,-0.159,-0.006,,,
,-0.038,,,,,0.205,-0.156,-0.008,,,
,-0.045,,,,,0.204,-0.154,-0.01,,,
,-0.045,,,,,0.203,-0.154,-0.01,,,
,-0.042,,,,,0.2,-0.154,-0.01,,,
,-0.037,,,,,0.2,-0.154,-0.009,,,
,-0.034,,,,,0.199,-0.155,-0.008,,,
,-0.035,,,,,0.2,-0.155,-0.01,,,
,-0.042,,,,,0.2,-0.154,-0.013,,,
,-0.051,,,,,0.199,-0.154,-0.018,,,
,-0.057,,,,,0.199,-0.154,-0.02,,,
,-0.06,,,,,0.201,-0.155,-0.018,,,
,-0.06,,,,,0.205,-0.155,-0.014,,,
,-0.059,,,,,0.211,-0.154,-0.013,,,
,-0.06,,,,,0.218,-0.154,-0.015,,,
,-0.06,,,,,0.22,-0.155,-0.015,,,
,-0.06,,,,,0.218,-0.155,-0.014,,,
,-0.06,,,,,0.214,-0.154,-0.014,,,
,-0.057,,,,,0.213,-0.155,-0.015,,,
,-0.057,,,,,0.214,-0.155,-0.015,,,
,-0.063,,,,,0.214,-0.154,-0.014,,,
,-0.071,,,,,0.214,-0.151,-0.011,,,
,-0.075,,,,,0.214,-0.15,-0.01,,,
,-0.07,,,,,0.215,-0.149,-0.009,,,
,-0.064,,,,,0.215,-0.15,-0.01,,,
,-0.068,,,,,0.214,-0.148,-0.009,,,
,-0.08,,,,,0.214,-0.146,-0.01,,,
,-0.09,,,,,0.215,-0.145,-0.01,,,
,-0.091,,,,,0.215,-0.145,-0.009,,,
,-0.087,,,,,0.214,-0.144,-0.009,,,
,-0.082,,,,,0.215,-0.143,-0.01,,,
,-0.081,,,,,0.215,-0.141,-0.01,,,
,-0.08,,,,,0.215,-0.14,-0.01,,,
,-0.078,,,,,0.214,-0.139,-0.008,,,
,-0.075,,,,,0.215,-0.14,-0.006,,,
,-0.073,,,,,0.215,-0.139,-0.005,,,
,-0.072,,,,,0.215,-0.137,-0.004,,,
,-0.07,,,,,0.214,-0.135,-0.005,,,
,-0.067,,,,,0.214,-0.135,-0.004,,,
,-0.065,,,,,0.215,-0.134,-0.005,,,
,-0.064,,,,,0.214,-0.134,-0.005,,,
,-0.065,,,,,0.214,-0.132,-0.004,,,
,-0.064,,,,,0.215,-0.13,-0.005,,,
,-0.063,,,,,0.216,-0.127,-0.006,,,
,-0.06,,,,,0.215,-0.128,-0.007,,,
,-0.059,,,,,0.212,-0.132,-0.002,,,
,-0.06,,,,,0.209,-0.139,0.006,,,
,-0.059,,,,,0.21,-0.139,0.015,,,
,-0.057,,,,,0.216,-0.13,0.021,,,
,-0.055,,,,,0.227,-0.113,0.026,,,
,-0.055,,,,,0.24,-0.097,0.034,,,
,-0.055,,,,,0.252,-0.085,0.043,,,
,-0.054,,,,,0.259,-0.074,0.05,,,
,-0.053,,,,,0.261,-0.063,0.052,,,
,-0.05,,,,,0.262,-0.05,0.058,,,
,-0.05,,,,,0.269,-0.039,0.074,,,
,-0.05,,,,,0.28,-0.028,0.101,,,
,-0.049,,,,,0.284,-0.014,0.134,,,
,-0.043,,,,,0.279,0.0,0.173,,,
,-0.037,,,,,0.266,0.016,0.215,,,
,-0.034,,,,,0.254,0.033,0.254,,,
,-0.032,,,,,0.246,0.048,0.297,,,
,-0.024,,,,,0.235,0.059,0.355,,,
,-0.004,,,,,0.212,0.065,0.424,,,
,0.025,,,,,0.176,0.055,0.48,,,
,0.053,,,,,0.13,0.018,0.494,,,
,0.077,,,,,0.08,-0.047,0.464,,,
,0.099,,,,,0.03,-0.13,0.425,,,
,0.124,,,,,-0.017,-0.222,0.399,,,
,0.151,,,,,-0.06,-0.318,0.375,,,
,0.181,,,,,-0.098,-0.421,0.326,,,
,0.215,,,,,-0.136,-0.524,0.247,,,
,0.255,,,,,-0.18,-0.619,0.16,,,
,0.299,,,,,-0.231,-0.708,0.076,,,
,0.348,,,,,-0.286,-0.794,-0.002,,,
,0.402,,,,,-0.341,-0.888,-0.088,,,
,0.456,,,,,-0.393,-0.996,-0.186,,,
,0.504,,,,,-0.445,-1.125,-0.3,,,
