I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.134,,,,,-0.055,0.299,0.341,,,
,0.165,,,,,-0.054,0.3,0.341,,,
,0.178,,,,,-0.054,0.3,0.339,,,
,0.17,,,,,-0.055,0.301,0.337,,,
,0.154,,,,,-0.055,0.299,0.334,,,
,0.144,,,,,-0.055,0.297,0.332,,,
,0.138,,,,,-0.055,0.292,0.331,,,
,0.132,,,,,-0.054,0.288,0.328,,,
,0.123,,,,,-0.054,0.283,0.325,,,
,0.115,,,,,-0.055,0.28,0.324,,,
,0.105,,,,,-0.057,0.276,0.326,,,
,0.097,,,,,-0.062,0.272,0.326,,,
,0.093,,,,,-0.068,0.267,0.321,,,
,0.097,,,,,-0.075,0.264,0.313,,,
,0.101,,,,,-0.084,0.259,0.305,,,
,0.1,,,,,-0.096,0.255,0.299,,,
,0.099,,,,,-0.107,0.25,0.292,,,
,0.1,,,,,-0.11,0.249,0.286,,,
,0.101,,,,,-0.104,0.247,0.278,,,
,0.099,,,,,-0.095,0.245,0.27,,,
,0.095,,,,,-0.088,0.239,0.263,,,
,0.095,,,,,-0.083,0.233,0.257,,,
,0.108,,,,,-0.077,0.227,0.252,,,
,0.128,,,,,-0.07,0.224,0.247,,,
,0.143,,,,,-0.064,0.22,0.244,,,
,0.145,,,,,-0.058,0.216,0.242,,,
,0.138,,,,,-0.053,0.211,0.238,,,
,0.131,,,,,-0.048,0.209,0.229,,,
,0.129,,,,,-0.043,0.205,0.213,,,
,0.13,,,,,-0.04,0.2,0.195,,,
,0.128,,,,,-0.036,0.189,0.178,,,
,0.126,,,,,-0.031,0.177,0.166,,,
,0.124,,,,,-0.027,0.163,0.155,,,
,0.124,,,,,-0.023,0.151,0.147,,,
,0.119,,,,,-0.02,0.14,0.139,,,
,0.109,,,,,-0.015,0.132,0.134,,,
,0.096,,,,,-0.011,0.126,0.128,,,
,0.083,,,,,-0.007,0.123,0.12,,,
,0.07,,,,,-0.004,0.119,0.112,,,
,0.06,,,,,0.0,0.115,0.104,,,
,0.053,,,,,0.004,0.109,0.098,,,
,0.05,,,,,0.008,0.102,0.093,,,
,0.049,,,,,0.011,0.098,0.087,,,
,0.046,,,,,0.013,0.093,0.08,,,
,0.045,,,,,0.015,0.089,0.075,,,
,0.044,,,,,0.015,0.083,0.07,,,
,0.042,,,,,0.014,0.077,0.067,,,
,0.037,,,,,0.016,0.071,0.062,,,
,0.032,,,,,0.018,0.068,0.058,,,
,0.029,,,,,0.02,0.064,0.055,,,
,0.029,,,,,0.02,0.061,0.051,,,
,0.026,,,,,0.019,0.056,0.046,,,
,0.021,,,,,0.02,0.051,0.042,,,
,0.016,,,,,0.023,0.045,0.038,,,
,0.021,,,,,0.024,0.04,0.035,,,
,0.035,,,,,0.025,0.034,0.03,,,
,0.053,,,,,0.024,0.031,0.026,,,
,0.061,,,,,0.026,0.028,0.022,,,
,0.056,,,,,0.028,0.024,0.019,,,
,0.044,,,,,0.03,0.019,0.014,,,
,0.036,,,,,0.029,0.015,0.01,,,
,0.031,,,,,0.03,0.012,0.007,,,
,0.027,,,,,0.03,0.009,0.004,,,
,0.02,,,,,0.032,0.006,0.002,,,
,0.014,,,,,0.034,0.004,0.0,,,
,0.008,,,,,0.038,0.001,-0.003,,,
,0.003,,,,,0.038,-0.002,-0.007,,,
,-0.003,,,,,0.03,-0.006,-0.013,,,
,-0.009,,,,,0.017,-0.007,-0.018,,,
,-0.015,,,,,0.015,-0.009,-0.019,,,
,-0.02,,,,,0.028,-0.013,-0.019,,,
,-0.027,,,,,0.048,-0.018,-0.022,,,
,-0.033,,,,,0.058,-0.021,-0.03,,,
,-0.038,,,,,0.056,-0.023,-0.044,,,
,-0.044,,,,,0.049,-0.024,-0.054,,,
,-0.051,,,,,0.048,-0.025,-0.058,,,
,-0.055,,,,,0.049,-0.025,-0.056,,,
,-0.054,,,,,0.051,-0.025,-0.053,,,
,-0.052,,,,,0.05,-0.024,-0.053,,,
,-0.05,,,,,0.05,-0.025,-0.054,,,
,-0.049,,,,,0.048,-0.025,-0.056,,,
,-0.049,,,,,0.045,-0.024,-0.055,,,
,-0.049,,,,,0.044,-0.024,-0.054,,,
,-0.049,,,,,0.044,-0.024,-0.052,,,
,-0.05,,,,,0.045,-0.025,-0.055,,,
,-0.048,,,,,0.045,-0.024,-0.063,,,
,-0.048,,,,,0.044,-0.024,-0.071,,,
,-0.05,,,,,0.045,-0.024,-0.076,,,
,-0.056,,,,,0.045,-0.025,-0.077,,,
,-0.059,,,,,0.044,-0.024,-0.074,,,
,-0.062,,,,,0.042,-0.024,-0.074,,,
,-0.075,,,,,0.04,-0.025,-0.075,,,
,-0.101,,,,,0.039,-0.025,-0.075,,,
,-0.127,,,,,0.039,-0.025,-0.075,,,
,-0.127,,,,,0.039,-0.025,-0.074,,,
,-0.087,,,,,0.04,-0.025,-0.074,,,
,-0.025,,,,,0.041,-0.024,-0.075,,,
,0.025,,,,,0.039,-0.025,-0.075,,,
,0.049,,,,,0.036,-0.025,-0.074,,,
,0.05,,,,,0.034,-0.025,-0.075,,,
,0.038,,,,,0.035,-0.024,-0.075,,,
,0.023,,,,,0.035,-0.025,-0.075,,,
,0.007,,,,,0.034,-0.025,-0.075,,,
,-0.008,,,,,0.034,-0.025,-0.078,,,
,-0.02,,,,,0.035,-0.024,-0.08,,,
,-0.029,,,,,0.034,-0.025,-0.08,,,
,-0.035,,,,,0.033,-0.025,-0.08,,,
,-0.044,,,,,0.036,-0.025,-0.08,,,
,-0.052,,,,,0.043,-0.024,-0.079,,,
,-0.06,,,,,0.049,-0.025,-0.079,,,
,-0.062,,,,,0.055,-0.025,-0.079,,,
,-0.061,,,,,0.06,-0.025,-0.079,,,
,-0.059,,,,,0.069,-0.024,-0.08,,,
,-0.06,,,,,0.079,-0.025,-0.08,,,
,-0.06,,,,,0.084,-0.025,-0.079,,,
,-0.06,,,,,0.085,-0.025,-0.08,,,
,-0.059,,,,,0.081,-0.024,-0.08,,,
,-0.06,,,,,0.077,-0.025,-0.079,,,
,-0.06,,,,,0.075,-0.025,-0.079,,,
,-0.06,,,,,0.074,-0.025,-0.079,,,
,-0.058,,,,,0.075,-0.024,-0.081,,,
,-0.06,,,,,0.075,-0.025,-0.083,,,
,-0.061,,,,,0.073,-0.025,-0.085,,,
,-0.061,,,,,0.072,-0.025,-0.085,,,
,-0.058,,,,,0.07,-0.025,-0.084,,,
,-0.055,,,,,0.07,-0.026,-0.084,,,
,-0.047,,,,,0.069,-0.026,-0.085,,,
,-0.033,,,,,0.068,-0.024,-0.085,,,
,-0.02,,,,,0.067,-0.022,-0.084,,,
,-0.025,,,,,0.065,-0.025,-0.085,,,
,-0.052,,,,,0.064,-0.033,-0.085,,,
,-0.084,,,,,0.065,-0.042,-0.085,,,
,-0.098,,,,,0.064,-0.044,-0.084,,,
,-0.091,,,,,0.063,-0.04,-0.084,,,
,-0.075,,,,,0.059,-0.035,-0.085,,,
,-0.064,,,,,0.057,-0.032,-0.085,,,
,-0.057,,,,,0.055,-0.03,-0.084,,,
,-0.052,,,,,0.054,-0.028,-0.085,,,
,-0.044,,,,,0.055,-0.027,-0.088,,,
,-0.035,,,,,0.054,-0.025,-0.09,,,
,-0.026,,,,,0.053,-0.021,-0.09,,,
,-0.021,,,,,0.05,-0.016,-0.089,,,
,-0.019,,,,,0.049,-0.013,-0.089,,,
,-0.022,,,,,0.05,-0.011,-0.089,,,
,-0.024,,,,,0.049,-0.009,-0.09,,,
,-0.025,,,,,0.048,-0.009,-0.09,,,
,-0.024,,,,,0.045,-0.007,-0.089,,,
,-0.026,,,,,0.045,0.0,-0.089,,,
,-0.028,,,,,0.045,0.011,-0.09,,,
,-0.03,,,,,0.045,0.02,-0.09,,,
,-0.03,,,,,0.042,0.017,-0.089,,,
,-0.03,,,,,0.041,0.009,-0.09,,,
,-0.03,,,,,0.039,0.001,-0.09,,,
,-0.033,,,,,0.037,-0.002,-0.089,,,
,-0.035,,,,,0.034,-0.004,-0.09,,,
,-0.037,,,,,0.033,-0.009,-0.091,,,
,-0.036,,,,,0.032,-0.016,-0.091,,,
,-0.033,,,,,0.027,-0.023,-0.089,,,
,-0.027,,,,,0.024,-0.027,-0.084,,,
,-0.02,,,,,0.03,-0.029,-0.08,,,
,-0.013,,,,,0.047,-0.029,-0.075,,,
,-0.008,,,,,0.067,-0.026,-0.072,,,
,-0.001,,,,,0.076,-0.023,-0.068,,,
,0.004,,,,,0.073,-0.021,-0.064,,,
,0.009,,,,,0.065,-0.02,-0.059,,,
,0.011,,,,,0.061,-0.017,-0.056,,,
,0.015,,,,,0.06,-0.015,-0.052,,,
,0.026,,,,,0.059,-0.015,-0.048,,,
,0.043,,,,,0.057,-0.015,-0.043,,,
,0.054,,,,,0.054,-0.015,-0.039,,,
,0.056,,,,,0.051,-0.013,-0.036,,,
,0.051,,,,,0.046,-0.011,-0.035,,,
,0.048,,,,,0.043,-0.008,-0.035,,,
,0.049,,,,,0.042,-0.006,-0.038,,,
,0.049,,,,,0.04,-0.004,-0.04,,,
,0.047,,,,,0.037,-0.004,-0.041,,,
,0.045,,,,,0.034,-0.005,-0.04,,,
,0.044,,,,,0.035,-0.004,-0.04,,,
,0.045,,,,,0.037,-0.001,-0.039,,,
,0.045,,,,,0.04,0.0,-0.039,,,
,0.042,,,,,0.04,0.001,-0.039,,,
,0.041,,,,,0.04,0.004,-0.039,,,
,0.04,,,,,0.039,0.005,-0.04,,,
,0.039,,,,,0.04,0.005,-0.04,,,
,0.039,,,,,0.04,0.004,-0.039,,,
,0.037,,,,,0.04,0.002,-0.04,,,
,0.036,,,,,0.039,0.001,-0.039,,,
,0.035,,,,,0.04,0.0,-0.038,,,
,0.034,,,,,0.04,-0.003,-0.036,,,
,0.035,,,,,0.039,-0.004,-0.035,,,
,0.034,,,,,0.038,-0.006,-0.034,,,
,0.032,,,,,0.039,-0.008,-0.034,,,
,0.027,,,,,0.043,-0.011,-0.035,,,
,0.025,,,,,0.049,-0.012,-0.036,,,
,0.03,,,,,0.054,-0.014,-0.034,,,
,0.044,,,,,0.054,-0.016,-0.032,,,
,0.056,,,,,0.051,-0.018,-0.031,,,
,0.057,,,,,0.049,-0.019,-0.029,,,
,0.041,,,,,0.048,-0.02,-0.029,,,
,0.015,,,,,0.049,-0.02,-0.029,,,
,-0.012,,,,,0.051,-0.018,-0.03,,,
,-0.025,,,,,0.05,-0.016,-0.03,,,
,-0.017,,,,,0.049,-0.013,-0.03,,,
,0.0,,,,,0.046,-0.011,-0.03,,,
,0.002,,,,,0.044,-0.01,-0.029,,,
,-0.018,,,,,0.043,-0.009,-0.027,,,
,-0.048,,,,,0.044,-0.009,-0.026,,,
,-0.062,,,,,0.044,-0.008,-0.024,,,
,-0.049,,,,,0.045,-0.007,-0.024,,,
,-0.025,,,,,0.044,-0.004,-0.025,,,
,-0.006,,,,,0.043,-0.002,-0.025,,,
,0.002,,,,,0.04,-0.001,-0.024,,,
,0.006,,,,,0.039,0.0,-0.023,,,
,0.011,,,,,0.038,0.001,-0.022,,,
,0.015,,,,,0.04,0.0,-0.02,,,
,0.018,,,,,0.04,-0.002,-0.018,,,
,0.022,,,,,0.04,-0.004,-0.018,,,
,0.027,,,,,0.039,-0.004,-0.02,,,
,0.03,,,,,0.036,-0.004,-0.021,,,
,0.034,,,,,0.035,-0.005,-0.02,,,
,0.04,,,,,0.034,-0.006,-0.016,,,
,0.044,,,,,0.034,-0.009,-0.017,,,
,0.043,,,,,0.035,-0.009,-0.025,,,
,0.034,,,,,0.035,-0.01,-0.038,,,
,0.024,,,,,0.034,-0.01,-0.049,,,
,0.016,,,,,0.033,-0.011,-0.053,,,
,0.008,,,,,0.031,-0.014,-0.05,,,
,0.001,,,,,0.03,-0.016,-0.048,,,
,-0.006,,,,,0.029,-0.016,-0.049,,,
,-0.015,,,,,0.03,-0.015,-0.05,,,
,-0.025,,,,,0.03,-0.013,-0.05,,,
,-0.033,,,,,0.03,-0.014,-0.049,,,
,-0.033,,,,,0.028,-0.015,-0.049,,,
,-0.027,,,,,0.027,-0.018,-0.049,,,
,-0.019,,,,,0.025,-0.019,-0.05,,,
,-0.013,,,,,0.023,-0.019,-0.049,,,
,-0.007,,,,,0.024,-0.02,-0.049,,,
,-0.002,,,,,0.025,-0.021,-0.049,,,
,0.003,,,,,0.025,-0.023,-0.05,,,
,0.01,,,,,0.025,-0.025,-0.05,,,
,0.017,,,,,0.023,-0.025,-0.048,,,
,0.024,,,,,0.021,-0.024,-0.048,,,
,0.025,,,,,0.02,-0.025,-0.053,,,
,0.021,,,,,0.02,-0.027,-0.062,,,
,0.014,,,,,0.02,-0.029,-0.07,,,
,0.01,,,,,0.02,-0.03,-0.071,,,
,0.007,,,,,0.019,-0.029,-0.066,,,
,0.001,,,,,0.02,-0.03,-0.063,,,
,-0.003,,,,,0.02,-0.03,-0.061,,,
,-0.005,,,,,0.02,-0.03,-0.06,,,
,-0.002,,,,,0.016,-0.026,-0.058,,,
,-0.008,,,,,0.011,-0.021,-0.055,,,
,-0.028,,,,,0.007,-0.018,-0.054,,,
,-0.058,,,,,0.006,-0.015,-0.052,,,
,-0.083,,,,,0.005,-0.014,-0.049,,,
,-0.094,,,,,0.004,-0.013,-0.048,,,
,-0.092,,,,,0.001,-0.011,-0.045,,,
,-0.09,,,,,-0.002,-0.007,-0.042,,,
,-0.091,,,,,-0.006,-0.004,-0.04,,,
,-0.095,,,,,-0.01,-0.004,-0.039,,,
,-0.097,,,,,-0.012,-0.011,-0.044,,,
,-0.099,,,,,-0.014,-0.022,-0.054,,,
,-0.102,,,,,-0.016,-0.036,-0.067,,,
,-0.105,,,,,-0.018,-0.048,-0.08,,,
,-0.099,,,,,-0.019,-0.054,-0.089,,,
,-0.082,,,,,-0.017,-0.055,-0.091,,,
,-0.06,,,,,-0.012,-0.051,-0.087,,,
,-0.042,,,,,-0.008,-0.048,-0.083,,,
,-0.027,,,,,-0.004,-0.046,-0.081,,,
,-0.005,,,,,0.0,-0.044,-0.08,,,
,0.028,,,,,0.004,-0.043,-0.078,,,
,0.061,,,,,0.007,-0.041,-0.076,,,
,0.072,,,,,0.011,-0.039,-0.074,,,
,0.061,,,,,0.015,-0.036,-0.071,,,
,0.044,,,,,0.02,-0.034,-0.069,,,
,0.035,,,,,0.023,-0.032,-0.067,,,
,0.031,,,,,0.028,-0.031,-0.066,,,
,0.017,,,,,0.032,-0.029,-0.064,,,
,-0.002,,,,,0.034,-0.027,-0.062,,,
,-0.02,,,,,0.035,-0.029,-0.065,,,
,-0.032,,,,,0.034,-0.037,-0.073,,,
,-0.049,,,,,0.035,-0.045,-0.082,,,
,-0.075,,,,,0.035,-0.052,-0.085,,,
,-0.1,,,,,0.034,-0.054,-0.083,,,
,-0.107,,,,,0.034,-0.055,-0.08,,,
,-0.091,,,,,0.034,-0.055,-0.078,,,
,-0.053,,,,,0.035,-0.055,-0.079,,,
,-0.008,,,,,0.035,-0.056,-0.08,,,
,0.029,,,,,0.034,-0.058,-0.08,,,
,0.045,,,,,0.035,-0.059,-0.08,,,
,0.038,,,,,0.035,-0.06,-0.079,,,
,0.016,,,,,0.034,-0.059,-0.079,,,
,-0.006,,,,,0.035,-0.06,-0.08,,,
,-0.022,,,,,0.037,-0.063,-0.08,,,
,-0.029,,,,,0.034,-0.065,-0.08,,,
,-0.025,,,,,0.028,-0.066,-0.077,,,
,-0.015,,,,,0.027,-0.065,-0.076,,,
,-0.006,,,,,0.036,-0.064,-0.074,,,
,0.0,,,,,0.056,-0.061,-0.074,,,
,0.005,,,,,0.074,-0.06,-0.074,,,
,0.012,,,,,0.082,-0.059,-0.075,,,
,0.021,,,,,0.08,-0.06,-0.074,,,
,0.029,,,,,0.078,-0.06,-0.074,,,
,0.035,,,,,0.078,-0.059,-0.074,,,
,0.04,,,,,0.079,-0.059,-0.075,,,
,0.042,,,,,0.079,-0.06,-0.074,,,
,0.043,,,,,0.079,-0.06,-0.074,,,
,0.048,,,,,0.079,-0.058,-0.074,,,
,0.052,,,,,0.08,-0.056,-0.075,,,
,0.05,,,,,0.079,-0.055,-0.074,,,
,0.034,,,,,0.079,-0.054,-0.073,,,
,0.009,,,,,0.079,-0.055,-0.071,,,
,-0.019,,,,,0.08,-0.054,-0.069,,,
,-0.041,,,,,0.079,-0.055,-0.07,,,
,-0.054,,,,,0.079,-0.055,-0.07,,,
,-0.053,,,,,0.079,-0.054,-0.07,,,
,-0.045,,,,,0.08,-0.054,-0.069,,,
,-0.037,,,,,0.079,-0.055,-0.07,,,
,-0.032,,,,,0.079,-0.055,-0.07,,,
,-0.029,,,,,0.079,-0.054,-0.069,,,
,-0.026,,,,,0.079,-0.053,-0.07,,,
,-0.022,,,,,0.079,-0.05,-0.07,,,
,-0.019,,,,,0.081,-0.05,-0.069,,,
,-0.015,,,,,0.082,-0.05,-0.067,,,
,-0.01,,,,,0.085,-0.049,-0.064,,,
,0.0,,,,,0.085,-0.05,-0.064,,,
,0.012,,,,,0.085,-0.05,-0.064,,,
,0.027,,,,,0.084,-0.049,-0.065,,,
,0.038,,,,,0.084,-0.049,-0.065,,,
,0.045,,,,,0.085,-0.05,-0.064,,,
,0.045,,,,,0.085,-0.05,-0.064,,,
,0.042,,,,,0.084,-0.05,-0.065,,,
,0.038,,,,,0.084,-0.048,-0.064,,,
,0.035,,,,,0.085,-0.044,-0.064,,,
,0.034,,,,,0.085,-0.039,-0.065,,,
,0.033,,,,,0.085,-0.036,-0.066,,,
,0.032,,,,,0.084,-0.035,-0.065,,,
,0.026,,,,,0.085,-0.034,-0.064,,,
,0.022,,,,,0.085,-0.032,-0.06,,,
,0.025,,,,,0.085,-0.029,-0.055,,,
,0.036,,,,,0.084,-0.026,-0.049,,,
,0.05,,,,,0.085,-0.022,-0.046,,,
,0.056,,,,,0.085,-0.018,-0.043,,,
,0.054,,,,,0.085,-0.016,-0.041,,,
,0.05,,,,,0.084,-0.015,-0.039,,,
,0.047,,,,,0.083,-0.012,-0.036,,,
,0.044,,,,,0.081,-0.01,-0.032,,,
,0.045,,,,,0.078,-0.009,-0.028,,,
,0.044,,,,,0.076,-0.009,-0.023,,,
,0.04,,,,,0.075,-0.009,-0.019,,,
,0.032,,,,,0.073,-0.01,-0.017,,,
,0.034,,,,,0.07,-0.009,-0.015,,,
,0.051,,,,,0.068,-0.009,-0.013,,,
,0.079,,,,,0.066,-0.009,-0.011,,,
,0.104,,,,,0.064,-0.01,-0.01,,,
,0.114,,,,,0.062,-0.009,-0.008,,,
,0.112,,,,,0.06,-0.009,-0.008,,,
,0.11,,,,,0.059,-0.009,-0.01,,,
,0.111,,,,,0.06,-0.01,-0.011,,,
,0.115,,,,,0.059,-0.009,-0.009,,,
,0.117,,,,,0.056,-0.009,-0.006,,,
,0.119,,,,,0.051,-0.009,-0.006,,,
,0.119,,,,,0.047,-0.01,-0.015,,,
,0.121,,,,,0.044,-0.014,-0.029,,,
,0.12,,,,,0.04,-0.02,-0.039,,,
,0.117,,,,,0.036,-0.025,-0.04,,,
,0.117,,,,,0.031,-0.028,-0.037,,,
,0.126,,,,,0.028,-0.03,-0.033,,,
,0.141,,,,,0.024,-0.032,-0.033,,,
,0.155,,,,,0.019,-0.034,-0.035,,,
,0.159,,,,,0.015,-0.038,-0.035,,,
,0.157,,,,,0.012,-0.042,-0.034,,,
,0.154,,,,,0.008,-0.047,-0.034,,,
,0.154,,,,,0.007,-0.05,-0.034,,,
,0.154,,,,,0.005,-0.054,-0.034,,,
,0.156,,,,,0.003,-0.058,-0.034,,,
,0.156,,,,,0.001,-0.059,-0.035,,,
,0.153,,,,,-0.001,-0.058,-0.035,,,
,0.151,,,,,-0.006,-0.056,-0.034,,,
,0.155,,,,,-0.009,-0.055,-0.034,,,
,0.167,,,,,-0.012,-0.054,-0.035,,,
,0.181,,,,,-0.014,-0.055,-0.034,,,
,0.185,,,,,-0.015,-0.055,-0.034,,,
,0.179,,,,,-0.018,-0.055,-0.034,,,
,0.17,,,,,-0.02,-0.055,-0.035,,,
,0.165,,,,,-0.021,-0.053,-0.035,,,
,0.162,,,,,-0.022,-0.05,-0.034,,,
,0.157,,,,,-0.027,-0.05,-0.035,,,
,0.15,,,,,-0.037,-0.049,-0.035,,,
,0.145,,,,,-0.045,-0.049,-0.034,,,
,0.141,,,,,-0.048,-0.049,-0.034,,,
,0.137,,,,,-0.05,-0.05,-0.034,,,
,0.13,,,,,-0.05,-0.05,-0.035,,,
,0.125,,,,,-0.049,-0.049,-0.034,,,
,0.121,,,,,-0.05,-0.049,-0.034,,,
,0.12,,,,,-0.05,-0.047,-0.036,,,
,0.114,,,,,-0.05,-0.046,-0.036,,,
,0.1,,,,,-0.047,-0.044,-0.033,,,
,0.071,,,,,-0.045,-0.044,-0.031,,,
,0.035,,,,,-0.05,-0.045,-0.035,,,
,-0.001,,,,,-0.064,-0.045,-0.046,,,
,-0.026,,,,,-0.079,-0.044,-0.059,,,
,-0.037,,,,,-0.085,-0.043,-0.065,,,
,-0.037,,,,,-0.079,-0.041,-0.063,,,
,-0.03,,,,,-0.07,-0.04,-0.06,,,
,-0.025,,,,,-0.065,-0.039,-0.058,,,
,-0.024,,,,,-0.062,-0.039,-0.059,,,
,-0.023,,,,,-0.057,-0.039,-0.059,,,
,-0.022,,,,,-0.051,-0.039,-0.06,,,
,-0.02,,,,,-0.044,-0.04,-0.06,,,
,-0.016,,,,,-0.04,-0.04,-0.059,,,
,-0.014,,,,,-0.036,-0.04,-0.06,,,
,-0.016,,,,,-0.033,-0.038,-0.06,,,
,-0.02,,,,,-0.029,-0.039,-0.062,,,
,-0.025,,,,,-0.025,-0.045,-0.07,,,
,-0.03,,,,,-0.018,-0.059,-0.083,,,
,-0.033,,,,,-0.012,-0.074,-0.095,,,
,-0.036,,,,,-0.007,-0.082,-0.101,,,
,-0.037,,,,,-0.004,-0.08,-0.099,,,
,-0.04,,,,,0.0,-0.074,-0.1,,,
,-0.043,,,,,0.004,-0.073,-0.108,,,
,-0.048,,,,,0.008,-0.075,-0.121,,,
,-0.052,,,,,0.011,-0.074,-0.126,,,
,-0.055,,,,,0.016,-0.072,-0.124,,,
,-0.059,,,,,0.019,-0.069,-0.119,,,
,-0.064,,,,,0.023,-0.07,-0.119,,,
,-0.065,,,,,0.026,-0.07,-0.12,,,
,-0.063,,,,,0.034,-0.068,-0.12,,,
,-0.058,,,,,0.043,-0.066,-0.119,,,
,-0.06,,,,,0.05,-0.065,-0.12,,,
,-0.07,,,,,0.05,-0.065,-0.12,,,
,-0.082,,,,,0.047,-0.064,-0.119,,,
,-0.085,,,,,0.044,-0.063,-0.119,,,
,-0.079,,,,,0.044,-0.061,-0.119,,,
,-0.069,,,,,0.044,-0.06,-0.12,,,
,-0.064,,,,,0.045,-0.059,-0.119,,,
,-0.059,,,,,0.044,-0.059,-0.119,,,
,-0.049,,,,,0.045,-0.059,-0.119,,,
,-0.043,,,,,0.045,-0.058,-0.12,,,
,-0.055,,,,,0.045,-0.054,-0.12,,,
,-0.091,,,,,0.042,-0.051,-0.119,,,
,-0.132,,,,,0.041,-0.052,-0.12,,,
,-0.15,,,,,0.04,-0.059,-0.12,,,
,-0.141,,,,,0.04,-0.07,-0.12,,,
,-0.124,,,,,0.04,-0.079,-0.119,,,
,-0.113,,,,,0.039,-0.08,-0.119,,,
,-0.109,,,,,0.04,-0.077,-0.12,,,
,-0.101,,,,,0.04,-0.074,-0.119,,,
,-0.092,,,,,0.039,-0.073,-0.119,,,
,-0.084,,,,,0.04,-0.074,-0.119,,,
,-0.079,,,,,0.04,-0.076,-0.12,,,
,-0.071,,,,,0.04,-0.075,-0.119,,,
,-0.066,,,,,0.038,-0.074,-0.119,,,
,-0.065,,,,,0.037,-0.072,-0.119,,,
,-0.066,,,,,0.035,-0.07,-0.12,,,
,-0.064,,,,,0.035,-0.068,-0.119,,,
,-0.063,,,,,0.035,-0.068,-0.119,,,
,-0.064,,,,,0.035,-0.07,-0.119,,,
,-0.066,,,,,0.034,-0.07,-0.12,,,
,-0.064,,,,,0.035,-0.07,-0.119,,,
,-0.063,,,,,0.036,-0.067,-0.119,,,
,-0.066,,,,,0.036,-0.065,-0.119,,,
,-0.066,,,,,0.033,-0.065,-0.121,,,
,-0.061,,,,,0.032,-0.064,-0.121,,,
,-0.062,,,,,0.035,-0.064,-0.119,,,
,-0.073,,,,,0.046,-0.064,-0.116,,,
,-0.076,,,,,0.061,-0.064,-0.118,,,
,-0.046,,,,,0.079,-0.067,-0.126,,,
,-0.002,,,,,0.097,-0.069,-0.139,,,
,0.01,,,,,0.12,-0.065,-0.15,,,
,-0.029,,,,,0.15,-0.048,-0.148,,,
,-0.085,,,,,0.189,-0.022,-0.135,,,
,-0.111,,,,,0.232,0.003,-0.124,,,
,-0.096,,,,,0.273,0.023,-0.117,,,
,-0.065,,,,,0.298,0.038,-0.111,,,
,-0.042,,,,,0.305,0.053,-0.096,,,
,-0.029,,,,,0.299,0.066,-0.08,,,
,-0.019,,,,,0.294,0.074,-0.068,,,
,-0.011,,,,,0.294,0.08,-0.058,,,
,-0.005,,,,,0.295,0.095,-0.039,,,
,0.0,,,,,0.283,0.118,-0.011,,,
,0.008,,,,,0.257,0.143,0.017,,,
,0.023,,,,,0.218,0.164,0.039,,,
,0.049,,,,,0.175,0.187,0.063,,,
,0.08,,,,,0.131,0.216,0.097,,,
,0.114,,,,,0.089,0.254,0.145,,,
,0.151,,,,,0.047,0.297,0.206,,,
,0.199,,,,,-0.003,0.339,0.271,,,
,0.248,,,,,-0.065,0.368,0.326,,,
,0.279,,,,,-0.135,0.375,0.36,,,
,0.29,,,,,-0.201,0.357,0.374,,,
,0.302,,,,,-0.265,0.329,0.389,,,
,0.337,,,,,-0.334,0.305,0.418,,,
,0.396,,,,,-0.414,0.284,0.46,,,
,0.459,,,,,-0.501,0.252,0.498,,,
,0.508,,,,,-0.593,0.205,0.52,,,
,0.53,,,,,-0.687,0.148,0.523,,,
,0.522,,,,,-0.78,0.097,0.516,,,
,0.49,,,,,-0.86,0.058,0.504,,,
,0.455,,,,,-0.92,0.029,0.495,,,
,0.43,,,,,-0.953,0.004,0.486,,,
,0.405,,,,,-0.963,-0.024,0.476,,,
,0.359,,,,,-0.952,-0.057,0.462,,,
,0.288,,,,,-0.931,-0.087,0.445,,,
,0.203,,,,,-0.91,-0.103,0.425,,,
,0.119,,,,,-0.897,-0.102,0.406,,,
,0.049,,,,,-0.879,-0.087,0.39,,,
,0.0,,,,,-0.843,-0.062,0.381,,,
,-0.025,,,,,-0.786,-0.043,0.368,,,
,-0.04,,,,,-0.725,-0.044,0.335,,,
,-0.058,,,,,-0.669,-0.07,0.269,,,
,-0.082,,,,,-0.61,-0.11,0.181,,,
,-0.106,,,,,-0.533,-0.147,0.089,,,
,-0.126,,,,,-0.445,-0.17,0.007,,,
,-0.144,,,,,-0.366,-0.179,-0.063,,,
,-0.164,,,,,-0.311,-0.179,-0.121,,,
,-0.185,,,,,-0.273,-0.173,-0.167,,,
,-0.205,,,,,-0.234,-0.168,-0.202,,,
,-0.221,,,,,-0.189,-0.164,-0.225,,,
,-0.229,,,,,-0.149,-0.159,-0.235,,,
,-0.224,,,,,-0.122,-0.147,-0.225,,,
,-0.208,,,,,-0.1,-0.125,-0.202,,,
,-0.191,,,,,-0.077,-0.103,-0.177,,,
,-0.179,,,,,-0.051,-0.086,-0.159,,,
,-0.17,,,,,-0.029,-0.076,-0.146,,,
,-0.162,,,,,-0.015,-0.069,-0.139,,,
,-0.151,,,,,-0.004,-0.068,-0.135,,,
,-0.135,,,,,0.006,-0.069,-0.133,,,
,-0.12,,,,,0.017,-0.071,-0.13,,,
,-0.12,,,,,0.025,-0.069,-0.124,,,
